mmsi,SHIP_IMO,SHIP_NO,SHIP_TYPE_CODE,SHIP_DWT,SHIP_GROSSTON,SHIP_SPEED,SHIP_BREADTH,SHIP_DEPTH,SHIP_LENGTH,SHIP_ENGINE_POWER,SHIP_BUILT_YEAR,N,vesselType,TEUCapacity,lengthOverall
413444950,9651060,A070312000231,散装化学品船/油船,4395,2984,10,15.2,7,96.17,2000,2012,153,Combined chemical and oil tanker,,96.17
413941000,9432737,A120009000011,散货船,57157,33547,14,32.26,18,199.99,8510,2009,180,bulk carrier,,199.99
413941000,9432737,A120009000011,散货船,57157,33547,14,32.26,18,199.99,8510,2009,180,bulk carrier,,199.99
305792000,9508433,A020011990027,多用途船,9000,8255,16,22,10,125.3,6300,2011,31,,,
477641300,9447445,CHK-2551,散货船,56887,33036,12,18,,185.65,9480,2009,6,,,
413472650,9660815,A090012000032,散装化学品船/油船,6555,4522,12.3,17,8.9,112.68,2380,2012,156,chemical tanker,,112.68
477167300,9492608,A140011000110,散货船,76000,40913,13.5,32.26,19.6,225,7950,2011,21,bulk carrier,,225
477950400,9497218,CHK-3069,散货船,115499,64769,12,43,20.8,254,13560,2011,163,,,
209691000,9843742,B9843742,散货船,82055,44095,14.5,32.26,20,225.27,9801,2020,1,bulk carrier,,229
209691000,9843742,B9843742,散货船,82055,44095,14.5,32.26,20,225.27,9801,2020,1,bulk carrier,,229
477810200,9708514,C9708514,油船,318862,165592,14.8,60,30.5,332.95,25360,2016,166,,,
538008215,9844277,B9844277,油船,318676,160874,15,60,29.4,333,24500,2019,139,crude oil tanker,,333
548978000,9855501,B9855501,散货船,81600,43968,14.3,32,49,229,13313,2019,89,,,
209746000,9833369,B9833369,集装箱船,23417,19035,18.5,28.39,14,164.78,11150,2019,204,fully cellular containership,1800,172
477345700,9834313,B9834313,液化气船,80155,114790,19,45,26.5,295,26530,2020,222,Liquefied Natural Gas Carrier,,295
477345700,9834313,B9834313,液化气船,80155,114790,19,45,26.5,295,26530,2020,222,Liquefied Natural Gas Carrier,,295
477345700,9834313,B9834313,液化气船,80155,114790,19,45,26.5,295,26530,2020,222,Liquefied Natural Gas Carrier,,295
477257700,9657404,CHK-3967,散货船,34527,22400,12,28.8,14.6,179.88,8488,2010,34,bulk carrier,,179.88
477528600,9868883,B9868883,散货船,82000,44051,14,32.26,20,229,9930,2020,173,bulk carrier,,229
477159700,9793911,CHK-5002,集装箱船,132584,113828,22.34,48.2,22.94,318.81,42350,2018,196,fully cellular containership,11923,330
413230950,9896919,A060120000027,散装化学品船/油船,6003,5030,12,17.2,8.9,114.95,2574,2020,154,,,
412121000,9192662,A050102582,多用途船,28000,19955,13,26.2,14.7,182.67,6300,2000,141,general cargo with container capacity,595,182.67
412121000,9192662,A050102582,多用途船,28000,19955,13,26.2,14.7,182.67,6300,2000,141,general cargo with container capacity,595,182.67
413653000,9102538,A990109000007,集装箱船,1,7998,17.3,20.8,10.5,135.2,8311,1995,176,fully cellular containership,668,135.2
477435800,9633836,CHK-3313,散货船,8499,6981,12,19,11.5,112.21,3150,2011,17,general cargo,,112.21
413017070,9403712,A020008000053,挖泥船,,14801,15.5,27,10.5,155,17400,2008,170,,,
413017070,9285768,A090104000223,工程船,,10980,15,24.5,10.1,132.48,12000,2004,170,hopper dredger,,132.48
538008310,9856086,B9856086,油船,318744,160457,15,60,30.4,333,24500,2020,142,,,
477269200,9848522,B9848522,散货船,82025,44114,15.3,32.26,20,229,9801,2019,144,bulk carrier,,229
477163300,9446946,C9446946,散货船,56952,33036,12,,,185.65,9480,2008,12,,,
412521060,9209726,A120400108,多用途船,4371,3580,12,16.2,7.2,93,1980,1999,122,general cargo with container capacity,231,93
413447490,9655937,A070012000028,液化气船,2453,2993,12.5,14.8,7.2,99.96,2574,2012,136,Liquefied Petroleum Gas Carrier,,99.96
477585600,9535785,CHK-4198,油船,296393,156726,16,60,29.7,330,25480,2010,153,crude oil tanker,,330
563107100,9858709,B9858709,集装箱船,37500,32965,18,35,17,182,16080,2019,215,fully cellular containership,2700,185.99
371319000,9868326,B9868326,集装箱船,224983,232311,19,61.5,33.2,399.9,59600,2020,173,fully cellular containership,23000,399.9
477903500,9583627,CHK-2850,散货船,56953,33044,12,32.26,18,189.99,9480,2010,140,bulk carrier,,189.99
354252000,9443877,9443877,散装化学品船/油船,46159,30027,12,32.2,19.1,183,8285,2008,151,Combined chemical and oil tanker,,183
354252000,9443877,9443877,散装化学品船/油船,46159,30027,12,32.2,19.1,183,8285,2008,151,Combined chemical and oil tanker,,183
477065800,9445318,C9445318,散货船,228783,116955,11,52.5,0,325,22500,2010,110,bulk ore carrier,,324.99
563065300,9806897,B9806897,散货船,398459,203403,14.5,65,30.4,352.82,24200,2018,162,,,
209682000,9841964,B9841964,散货船,82041,44095,13.5,32.26,20,225.29,9801,2019,4,bulk carrier,,229
636018988,9844576,B9844576,散货船,208131,107526,14,50,48,299.95,15131,2019,160,,,
477995100,9329447,CHK-1526,散货船,174413,88930,14.5,45,24.5,289,16860,2004,121,,,
538008312,9845697,B9845697,散货船,318744,160457,14,60.03,30.4,332.99,24500,2019,150,crude oil tanker,,333
232024253,9843390,B9843390,散货船,211013,109716,14.2,49,25.3,300,17500,2019,148,bulk carrier,,299.97
477224500,9593775,CHK-3658,散货船,81602,45271,14.5,32.26,,229,10260,2013,123,bulk carrier,,229
563088800,9852949,B9852949,液化气船,50513,46668,15,32.25,23.2,229.98,13500,2019,161,Liquefied Petroleum Gas Carrier,,229.98
413306350,9640487,A120013000005,液化气船,4191,4796,13.5,18.2,8,109.67,3310,2015,162,Liquefied Petroleum Gas Carrier,,109.67
477684100,9727637,CHK-4371,散货船,63356,36378,13.5,32,18.5,200,6482,2015,20,,,
477684100,9727637,A090115990062,散货船,63355,36378,13.5,32.26,18.5,194.5,8050,2014,20,,,
563107300,9865556,B9865556,散货船,81795,44397,14.3,32.26,20,225.32,9801,2020,16,bulk carrier,,229
636018544,9831206,B9831206,散装化学品船/油船,44999,29528,12,32.2,19.1,183.06,10320,2018,147,product tanker,,183
538008611,9845154,B9845154,油船,299420,153905,13,60,29.6,329.98,24500,2019,238,,,
477521700,9860790,B9860790,散货船,182917,93458,12,45,24.6,287.5,15815,2020,142,bulk carrier,,291.96
477521700,9860790,B9860790,散货船,182917,93458,12,45,24.6,287.5,15815,2020,142,bulk carrier,,291.96
477521700,9860790,B9860790,散货船,182917,93458,12,45,24.6,287.5,15815,2020,142,bulk carrier,,291.96
477594100,9868895,B9868895,散货船,81600,44051,14,32.26,20,229,9930,2020,169,,,
563097100,9847059,B9847059,散货船,10028,7318,12,19.6,13.2,108.44,3250,2019,156,,,
257501000,9818539,B9818539,散装化学品船/油船,49100,34128,14,32,16,183,7820,2019,160,chemical tanker,,182.88
257501000,9818539,B9818539,散装化学品船/油船,49100,34128,14,32,16,183,7820,2019,160,chemical tanker,,182.88
414180000,9702998,A010013000260,散货船,48614,30171,13.5,32.26,16,189.99,7415,2013,131,bulk carrier,,189.99
533130819,9291171,C444444,油船,6067,5072,14,18.2,9.6,109.99,3089,2003,126,asphalt tanker,,109.99
477027700,9739977,CHK-4539,液化气船,54746,48419,16.8,,,219.52,12420,2016,170,Liquefied Petroleum Gas Carrier,,226.05
538008159,9794006,B9794006,油船,318521,159962,15,60,30.4,332.98,24500,2019,159,crude oil tanker,,332.98
413422350,9627332,A070312000336,供给船,3520,3214,12,18,7.8,78,8824,2012,166,tug/supply,,78
538005890,9845506,B9845506,油船,,160655,15,60,65,333,24500,2019,146,crude oil tanker,,333
538005890,9845506,B9845506,油船,,160655,15,60,65,333,24500,2019,146,crude oil tanker,,333
413040040,9511868,A010008000153,拖船,0,1448,13,12.6,6,62,2942,2008,134,tug,,62
413366530,9037123,A030110000158,油船,38615,24252,14,28,16.8,190,8380,2001,56,product tanker,,190
563107800,9861225,B9861225,散货船,69754,57934,13,37,25,215,8780,2020,150,,,
477739700,9629639,CHK-3151,散货船,75480,40913,13,32.26,19.6,225,8833,2012,8,bulk carrier,,225
413378980,9224398,A110005000008,散装化学品船/油船,3711,2270,12.1,14.2,7,86.95,1958,2000,128,,,
212909000,9866653,B9866653,散货船,37870,23232,14,,,,6780,2020,123,,,
636019982,9860908,B9860908,散货船,132550,115761,23,48.2,27,332,42420,2020,141,fully cellular containership,,331.94
447273000,9849617,B9849617,液化气船,54520,49394,16.8,36.6,18.34,222.92,12659,2019,181,,,
538008994,9883766,B9883766,散货船,82000,44103,15,32.26,20,229,9932,2020,158,bulk carrier,,229
563067600,9806902,B9806902,散货船,398595,203403,14.5,65,30,362,24200,2018,154,bulk ore carrier,,361.9
355616000,9528718,2017-102,油船,5927,4387,12,17,8.9,102.4,2910,2008,171,,,
355616000,9445289,CHK-2998,散货船,228800,116955,14,52.48,24,324.99,22500,2011,171,bulk ore carrier,,324.99
538008162,9846304,B9846304,散货船,37683,23240,14,29.8,15,179.97,6780,2019,14,bulk carrier,,180
538008162,9846304,B9846304,散货船,37683,23240,14,29.8,15,179.97,6780,2019,14,bulk carrier,,180
255806286,9861524,B9861524,散装化学品船,7585,4764,13,16,8,109.9,2800,2020,165,general cargo,,109.9
636019983,9860910,B9860910,集装箱船,132550,115761,22,48.2,27,332,42420,2020,48,fully cellular containership,11000,331.94
636019983,9860910,B9860910,集装箱船,132550,115761,22,48.2,27,332,42420,2020,48,fully cellular containership,11000,331.94
636019983,9860910,B9860910,集装箱船,132550,115761,22,48.2,27,332,42420,2020,48,fully cellular containership,11000,331.94
538008176,9847011,B9847011,散货船,60397,34552,12,32.25,18.5,199.99,7800,2019,10,bulk carrier,,199.99
229380000,9311177,1213454,散货船,75884,40033,13,32,19,225,9010,2007,12,bulk carrier,,225
219088000,9852664,B9852664,散货船,63481,35834,13,32.24,19.15,199.98,7560,2019,214,bulk carrier,,199.98
477413800,9479242,CHK-3461,散货船,206650,106368,15.5,50,,299.7,16810,2012,137,,,
255806269,9852030,B9852030,散货船,61131,34508,13.5,32,18.6,200,8130,2019,157,,,
314480000,9836701,B9836701,散货船,81746,43071,14,32.26,50.77,228.99,9660,2019,4,bulk carrier,,228.99
477692900,9791951,CHK-4718,杂货船,37516,23506,11,29.8,,179.97,6780,2013,14,bulk carrier,,179.97
636092828,9830123,B9830123,散货船,38705,25546,14,32,15.01,179.95,6100,2019,9,bulk carrier,,180
636092828,9830123,B9830123,散货船,38705,25546,14,32,15.01,179.95,6100,2019,9,bulk carrier,,180
636020110,9893759,B9893759,散货船,82265,44698,14.3,32.26,20,229,9000,2020,153,,,
352927000,9826835,B9826835,散货船,63434,35832,12,32.24,19.15,195.38,7560,2018,138,,,
413380310,9714551,A070015000009,挖泥船,26689,17842,15,27,12.5,165.17,17860,2016,169,hopper dredger,,165
413380310,9714551,A070015000009,挖泥船,26689,17842,15,27,12.5,165.17,17860,2016,169,hopper dredger,,165
477244800,9807061,CHK-4949,散货船,397933,203389,12,64.98,30.39,352.86,24200,2019,145,bulk carrier,,361.9
477244800,9807061,CHK-4949,散货船,397933,203389,12,64.98,30.39,352.86,24200,2019,145,bulk carrier,,361.9
477147700,9216834,CHK-4919,集装箱船,8407,7360,15,20.6,,127.96,6300,2001,17,,,
636018935,9847889,B9847889,散货船,80810,44038,12.6,32.25,20.05,229,9931,2018,17,,,
538008494,9878369,B9878369,散货船,63218,35812,14,32.26,38,194.55,8300,2019,142,,,
413626000,9547439,A070509000050,散货船,33015,19983,13.5,27.6,13.9,178,5830,2009,143,bulk carrier,,178
477628900,9456434,CHK-3197,散货船,56744,33036,12,32.26,18,189.99,9480,2012,148,bulk carrier,,189.99
538008660,9847982,B9847982,散货船,211038,109716,14,49,25.3,300,17500,2020,135,bulk carrier,,300
228394600,9839181,B9839181,集装箱船,221294,236583,21.97,61.3,33.5,399.9,57456,2020,246,fully cellular containership,22000,399.9
477694700,9611747,Chk-4099,散货船,180301,95276,15.5,46,,295,17880,2014,11,bulk carrier,,295
412053050,9285768,A090104000223,工程船,,10980,15,24.5,10.1,132.48,12000,2004,16,hopper dredger,,132.48
412053050,9403712,A020008000053,挖泥船,,14801,15.5,27,10.5,155,17400,2008,16,,,
413180000,9416642,A010010000145,油船,,161488,15.7,60,29.8,332.9,29400,2010,170,,,
563090700,9858060,B9858060,散装化学品船/油船,44999,29447,13.3,32.2,19.05,182.5,8310,2019,7,,,
538008510,9867176,B9867176,散货船,81117,44150,14,32.26,20,229,9930,2020,9,bulk carrier,,229
538008510,9867176,B9867176,散货船,81117,44150,14,32.26,20,229,9930,2020,9,bulk carrier,,229
372490000,9854480,B9854480,集装箱船,22507,17853,18,27.4,14.3,172,14940,2019,43,fully cellular containership,1800,172.07
372490000,9854480,B9854480,集装箱船,22507,17853,18,27.4,14.3,172,14940,2019,43,fully cellular containership,1800,172.07
372490000,9854480,B9854480,集装箱船,22507,17853,18,27.4,14.3,172,14940,2019,43,fully cellular containership,1800,172.07
563098400,9836660,B9836660,集装箱船,22081,18652,20,28.4,14.5,172,13400,2019,216,fully cellular containership,,172
563098400,9836660,B9836660,集装箱船,22081,18652,20,28.4,14.5,172,13400,2019,216,fully cellular containership,,172
636019139,9846275,B9846275,散货船,63449,35834,14,32.24,19.15,199.98,7560,2019,20,bulk carrier,,199.98
636019139,9846275,B9846275,散货船,63449,35834,14,32.24,19.15,199.98,7560,2019,20,bulk carrier,,199.98
353112000,9849655,B9849655,集装箱船,27793,21391,21.5,30,15.3,192,18200,2015,8,reefer,2200,192
353112000,9849655,B9849655,集装箱船,27793,21391,21.5,30,15.3,192,18200,2015,8,reefer,2200,192
412377000,9591430,A010019000108,散货船,79421,43717,14,32.26,20.25,229,11850,2012,91,bulk carrier,,229
477264900,9473406,CHK2431,散货船,33178,20763,13,,,179.9,6480,2008,44,,,
636018621,9852743,B9852743,散货船,63555,35832,13,32.2,19.15,199.9,14031,2019,7,bulk carrier,,199.99
636018621,9852743,B9852743,散货船,63555,35832,13,32.2,19.15,199.9,14031,2019,7,bulk carrier,,199.99
357138000,9883560,B9883560,液化气船,2999,3443,13,16,7.2,97.69,2200,2020,164,,,
374883000,9858022,B9858022,散货船,61174,34634,15,32.24,18.6,199.9,6530,2019,152,,,
440750000,9846433,B9846433,杂货船,6438,4608,12,17,9,94.11,2427,2020,156,general cargo,,101.5
440750000,9846433,B9846433,杂货船,6438,4608,12,17,9,94.11,2427,2020,156,general cargo,,101.5
477159400,9806976,B9806976,散货船,398707,203396,12,64.99,30.41,361.9,24200,2018,143,bulk carrier,,361.8
477159400,9806976,B9806976,散货船,398707,203396,12,64.99,30.41,361.9,24200,2018,143,bulk carrier,,361.8
477159400,9806976,B9806976,散货船,398707,203396,12,64.99,30.41,361.9,24200,2018,143,bulk carrier,,361.8
636019057,9854492,B9854492,集装箱船,21000,17853,12,27,14,172,11960,2019,11,fully cellular containership,1800,172.07
255806324,9860362,B9860362,散货船,100449,53219,12,38,20.62,235,9000,2020,140,bulk carrier,,249.98
477112300,9322243,C9322243,集装箱船,12828,9590,18.1,22.6,12,142.7,7860,2005,140,,,
477257200,9614050,CHK-3974,油船,,164492,15,60,30.5,332.95,29260,2013,155,,,
414211000,9723461,A160015000017,滚装客船,0,33458,20,28,14.95,179.5,16000,2015,91,passenger ro/ro,,179.5
563105100,9874272,B9874272,散货船,64049,36463,14.5,32.25,19.45,199.99,7000,2015,144,bulk carrier,,199.99
563105100,9874272,B9874272,散货船,64049,36463,14.5,32.25,19.45,199.99,7000,2015,144,bulk carrier,,199.99
636020162,9882205,B9882205,集装箱船,37200,27997,19,32,16.8,196,16700,2020,26,,,
215573000,9862346,B9862346,液化气船,88592,115345,19.5,45.8,26.2,293.16,11350,2020,159,Liquefied Natural Gas Carrier,,293
215573000,9862346,B9862346,液化气船,88592,115345,19.5,45.8,26.2,293.16,11350,2020,159,Liquefied Natural Gas Carrier,,293
477137300,9731377,CHK-4573,杂货船,31660,24778,15,28,15.5,190,8350,2016,11,general cargo with container capacity,1923,
477137300,9731377,CHK-4573,杂货船,31660,24778,15,28,15.5,190,8350,2016,11,general cargo with container capacity,1923,
538009029,9872078,B9872078,散货船,180716,94674,12,45,25,292,15748,2020,157,bulk carrier,,292
477423300,9615470,CHK3401,散货船,56838,33044,14,32.26,,189.99,9480,2012,39,bulk carrier,,189.99
477423300,9615470,CHK-3401,散货船,56838,33044,12,32.26,18,189.99,9480,2012,39,bulk carrier,,189.99
477802300,9445289,CHK-2998,散货船,228800,116955,14,52.48,24,324.99,22500,2011,22,bulk ore carrier,,324.99
477802300,9528718,2017-102,油船,5927,4387,12,17,8.9,102.4,2910,2008,22,,,
636019325,9849057,B9849057,散货船,63341,36357,13.5,32.26,50,199.9,8052,2019,14,bulk carrier,,199.9
636019325,9849057,B9849057,散货船,63341,36357,13.5,32.26,50,199.9,8052,2019,14,bulk carrier,,199.9
431982000,9826811,B9826811,散货船,88869,49733,15.13,38,0,224.52,9600,2018,161,bulk carrier,,229.98
477410900,9847396,B9847396,散货船,81572,44196,12,32.26,20.1,229,10300,2019,17,bulk carrier,,229
477410900,9847396,B9847396,散货船,81572,44196,12,32.26,20.1,229,10300,2019,17,bulk carrier,,229
477410900,9847396,B9847396,散货船,81572,44196,12,32.26,20.1,229,10300,2019,17,bulk carrier,,229
477410900,9847396,B9847396,散货船,81572,44196,12,32.26,20.1,229,10300,2019,17,bulk carrier,,229
477319100,9616010,CHK-3727,散货船,11439,7170,13,19.6,10.5,114,3900,2013,117,,,
477524500,9702479,C9702479,散货船,211122,109716,12,49,25.3,300,17500,2014,143,,,
412313378,9475533,A140010000025,散货船,57009,32911,14.2,32.26,18,189.99,9480,2010,49,bulk carrier,,189.99
413235390,9795268,A070316000044,供给船,898,1436,14.2,13.2,6,58.8,4412,2016,93,tug/supply,,58.8
258868000,9863687,B9863687,杂货船,2998,2590,12,13.8,7,81,1323,2019,9,general cargo,,81
352724000,9799721,B9799721,散货船,82008,43852,13,,,,9660,2017,2,bulk carrier,,228.99
477347500,9738090,CHK-4421,散货船,39780,24748,14,30,15,179.99,6050,2015,140,bulk carrier,,179.99
477347500,9738090,CHK-4421,散货船,39780,24748,14,30,15,179.99,6050,2015,140,bulk carrier,,179.99
210048000,9870666,B9870666,散装化学品船,7000,5395,11.7,18.4,9,110,3480,2020,158,chemical tanker,,119.9
414032000,9140542,A070111000105,散货船,69638,36592,14,32.2,18.3,225,8910,1997,95,bulk carrier,,225
414032000,9140542,A070111000105,散货船,69638,36592,14,32.2,18.3,225,8910,1997,95,bulk carrier,,225
412301230,9250440,A020100520,勘探船,,4904,12,18,7.4,79.8,4708,2001,26,seismographic research,,79.8
412301230,9250440,A020100520,勘探船,,4904,12,18,7.4,79.8,4708,2001,26,seismographic research,,79.8
563061800,9826471,B9826471,散货船,93478,49565,15.3,38,19.5,234.98,9120,2018,139,,,
563105300,9850202,B9850202,散装化学品船/油船,49849,29987,14,32.2,19.1,183.07,7180,2019,119,,,
414329000,9742998,A180017000077,多用途船,37971,25769,14.5,32,15,177.02,6100,2017,166,bulk carrier,,179.95
414329000,9742998,A180017000077,多用途船,37971,25769,14.5,32,15,177.02,6100,2017,166,bulk carrier,,179.95
215125000,9780859,9780859,集装箱船,148992,140872,22.4,48.2,72.5,365.96,50190,2017,18,,,
373835000,9820984,UN9820984,散货船,37710,23232,12,29.8,15,179.97,6780,2018,13,,,
412501020,9410258,A090406000165,散装化学品船/油船,1820,1176,12,12,5,68,1102,2006,36,Combined chemical and oil tanker,,68
477615600,9848778,B9848778,集装箱船,30428,26971,12,32.2,16.9,182.69,12500,2015,176,,,
538008384,9849863,B9849863,油船,299682,153947,15,60.04,29.6,329.98,24500,2020,142,crude oil tanker,,330
538008384,9849863,B9849863,油船,299682,153947,15,60.04,29.6,329.98,24500,2020,142,crude oil tanker,,330
374207000,9833228,B9833228,散装化学品船/油船,7908,4833,13,18,9.4,108,3000,2015,155,chemical tanker,,108
374207000,9833228,B9833228,散装化学品船/油船,7908,4833,13,18,9.4,108,3000,2015,155,chemical tanker,,108
563113800,9893383,B9893383,液化气船,9120,7273,14.9,18.62,10.1,119.98,4440,2020,155,Liquefied Petroleum Gas Carrier,,119.95
370757000,9869679,B9869679,集装箱船,27799,21391,21.5,30,15.3,187.7,18200,2015,165,fully cellular containership,1268,192
413711129,9330018,BUN9330018,杂货船,2769,1983,10.5,13.6,7,79.99,1080,2004,93,general cargo,,79.99
413711129,9330018,BUN9330018,杂货船,2769,1983,10.5,13.6,7,79.99,1080,2004,93,general cargo,,79.99
235076731,9322384,9322384,液化气船,48315,29654,12,32,46,186,8510,2004,141,chemical tanker,,186
563057400,9806885,B9806885,散货船,398292,203403,14,64.9,30.4,352.8,24200,2018,152,,,
636019896,9864540,B9864540,集装箱船,37435,32720,21,32.8,16.8,209.75,20500,2019,37,fully cellular containership,2800,209.75
636019896,9864540,B9864540,集装箱船,37435,32720,21,32.8,16.8,209.75,20500,2019,37,fully cellular containership,,209.75
477390100,9695224,9695224,散货船,31777,22362,15,27.4,15.5,166.1,6480,2013,12,,,
477390100,9695224,C9695224,多用途船,42961,22362,13,27.4,15.5,166.1,6480,2014,12,,,
636019894,9864526,B9864526,集装箱船,37435,32720,21,32.8,16.8,209.75,18450,2020,209,fully cellular containership,2800,209.75
636019894,9864526,B9864526,集装箱船,37435,32720,21,32.8,16.8,209.75,18450,2020,209,fully cellular containership,,209.75
636019894,9864526,B9864526,集装箱船,37435,32720,21,32.8,16.8,209.75,18450,2020,209,fully cellular containership,,209.75
636019894,9864526,B9864526,集装箱船,37435,32720,21,32.8,16.8,209.75,18450,2020,209,fully cellular containership,,209.75
477697000,9218040,C1565272,散货船,32835,19925,14,28.4,18.3,177,7497,1996,3,,,
563081100,9847425,B9847425,液化气船,50513,46668,14.5,32.25,18.44,223.31,13500,2019,166,Liquefied Petroleum Gas Carrier,,229.98
371687000,9294252,B9294252N,油船,302477,160292,15,60,29,333,27160,2005,129,crude oil tanker,,333
413264580,9556791,B9556791,散货船,23127,14912,11,24,13.8,159.9,4400,2009,147,bulk carrier,,159.9
477202200,9804289,B9804289,油船,318803,165511,16,60,30,333,25360,2017,146,crude oil tanker,,332.68
477202200,9804289,B9804289,油船,318803,165511,16,60,30,333,25360,2017,146,crude oil tanker,,332.68
538009167,9833008,B9833008,集装箱船,23417,19035,18.5,28.4,14.2,164.77,11150,2015,186,,,
636019895,9864538,B9864538,集装箱船,37435,32720,20,32.8,16.8,209.75,27490,2020,214,fully cellular containership,,209.75
477904500,9591492,C9591492,散货船,77481,41605,12,32.25,19.7,224.9,9500,2013,24,bulk carrier,,224.9
636020221,9893591,B9893591,集装箱船,37200,27997,18,32.5,16.8,196.16,17430,2020,165,,,
414484000,9077240,A140007990001,散货船,70182,36559,14.5,32.26,18.3,225,8826,1994,36,,,
215839000,9859129,B9859129,集装箱船,159285,150844,22,51,29.85,366,46360,2020,178,fully cellular containership,,366
215839000,9859129,B9859129,集装箱船,159285,150844,22,51,29.85,366,46360,2020,178,fully cellular containership,,366
412475970,9631292,A090012000012,拖船,,971,12.5,12.5,5.2,49.98,2942,2012,60,tug,,49.98